p10_2,p4_1,niv,gra,p4_15,p8_5,p9_9,p11_6_08,p11_6_11,p11_4_3,p11_4_5,p11_8_1,p10_1_3,p10_1_5,pd4_10_8,p12_4_3,p12_3_1,p12_3_2
2,38,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,5
2,40,7,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,31,2,6,1.0,,,2,2,,,2.0,1,1,1,2,3,4
2,24,7,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,3
2,45,5,3,5.0,,,2,2,3.0,3.0,,1,1,1,1,2,2
2,35,7,3,,,,2,2,,,,2,2,1,1,4,5
2,39,3,3,,,,2,2,,,,2,1,1,1,4,5
2,22,6,3,,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,54,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,50,2,5,1.0,,,2,2,3.0,1.0,,1,1,2,2,1,4
2,21,6,1,1.0,,,2,2,,,,2,2,1,1,4,4
2,36,6,3,1.0,,,2,2,,,,2,2,1,1,3,2
1,33,2,6,5.0,,,2,2,2.0,2.0,,1,1,1,2,4,3
2,72,2,3,,,,2,2,,,,2,2,1,1,4,5
2,23,3,2,1.0,,,2,2,2.0,2.0,2.0,2,1,1,3,2,2
2,73,2,3,,,,2,2,,,,1,1,1,1,4,5
2,55,2,6,1.0,,,2,2,,,2.0,2,2,1,1,2,2
2,18,6,3,1.0,,,2,2,,,,2,1,1,1,2,2
2,51,8,2,1.0,,,2,2,,,,2,2,1,1,3,4
2,29,8,5,6.0,,,2,2,,,,2,2,1,1,3,5
2,63,6,3,,,,2,2,,,2.0,2,2,1,1,4,5
2,65,2,6,,,,2,2,,,,2,2,1,1,3,5
2,72,2,6,5.0,,,2,2,,,,2,2,1,1,3,5
1,25,8,4,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,4
2,62,2,6,,,,2,2,,,,2,1,1,1,4,5
2,48,6,1,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,1
2,79,3,3,,,,2,2,,,,2,2,1,1,3,5
2,33,8,5,3.0,,,2,2,2.0,2.0,,2,1,1,1,3,2
2,51,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,79,3,3,,,,2,2,,,,1,2,2,1,4,5
2,51,6,1,,,,2,2,,,,1,1,1,1,2,2
2,41,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,61,5,3,,,,2,2,2.0,2.0,,1,1,1,1,3,9
2,50,7,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,3,2
2,52,6,2,,,,2,2,,,,1,1,1,2,4,5
2,75,5,3,,,,2,2,,,,1,2,1,1,5,5
2,45,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,1
2,83,3,2,,,,2,2,,,,2,2,1,2,4,5
2,57,7,3,3.0,,,2,2,,,,1,1,1,1,3,3
2,29,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,34,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,2
2,69,8,5,,,,2,2,,,,2,2,1,1,3,5
2,45,6,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,44,10,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,55,7,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,38,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,25,8,1,5.0,,,2,2,2.0,2.0,,2,1,1,1,1,2
2,56,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,3,3
2,92,2,2,,,,2,2,,,,2,2,1,1,4,5
2,28,10,2,6.0,,,2,2,2.0,1.0,,2,1,1,1,3,2
2,77,8,5,,,,2,2,,,,2,1,1,1,4,5
2,63,5,1,,,,2,2,,,,2,1,1,1,4,5
2,72,9,3,5.0,,,2,2,2.0,2.0,,1,1,1,1,2,2
2,53,8,4,,,,2,2,,,,2,2,1,1,1,5
2,84,8,4,,,,2,2,,,,2,2,1,1,2,5
2,24,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,71,5,3,,,,2,2,,,2.0,2,2,1,1,4,5
2,58,8,4,,,,2,2,,,,2,2,1,1,3,5
2,75,5,3,,,,2,2,,,,2,2,2,3,2,5
1,55,2,5,5.0,9.0,,2,2,3.0,3.0,,1,1,1,1,4,4
2,29,3,3,1.0,,,2,2,,,,2,2,1,1,4,3
2,23,6,1,,,,2,2,,,,2,2,1,1,4,5
2,34,3,3,5.0,,,2,2,,,,2,2,1,1,4,3
2,32,2,6,1.0,,,2,2,,,,2,2,1,2,4,1
2,16,6,1,,,,2,2,,,,2,2,1,1,4,3
2,68,2,3,,,,2,2,,,2.0,2,2,1,1,3,5
2,24,8,5,,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,69,8,1,,,,2,2,,,,2,2,1,1,1,5
2,36,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,92,0,0,,,,2,2,,,,2,2,1,4,5,5
2,72,2,6,,,,2,2,,,,1,1,1,2,4,5
2,20,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,80,2,1,,,,2,2,,,,2,2,1,1,4,5
1,51,5,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,30,3,3,1.0,,,2,2,,,,1,1,1,1,4,4
2,62,2,2,,,,2,2,,,,2,2,1,1,4,5
2,53,5,3,1.0,,,2,2,,,,2,2,1,2,4,3
2,35,8,4,5.0,,,2,2,2.0,2.0,,1,1,2,1,2,1
2,50,10,2,1.0,,,2,2,2.0,2.0,,1,1,1,1,1,2
2,88,5,3,,,,2,2,,,,2,2,1,1,4,5
2,71,8,4,,,,2,2,,,,2,2,1,1,3,5
2,61,8,5,5.0,,,2,2,2.0,2.0,,2,2,1,2,2,2
2,30,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,32,8,5,,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,33,10,2,1.0,2.0,,2,2,2.0,2.0,,2,1,1,2,1,2
2,56,10,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,47,8,5,1.0,,,2,2,,,,2,1,1,1,4,4
2,62,6,2,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,62,10,3,,2.0,,2,2,,,,2,1,1,1,3,5
2,61,8,5,5.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,60,8,4,6.0,,,2,2,,,,1,2,1,1,4,4
2,58,8,3,5.0,,,2,2,,,,2,2,1,1,3,3
2,47,10,3,1.0,,,2,2,2.0,2.0,,2,1,2,1,4,4
2,34,8,5,1.0,,,2,2,2.0,2.0,2.0,1,1,1,1,3,3
2,92,3,1,,,,2,2,,,,2,1,1,1,3,5
1,53,5,3,1.0,,,1,2,2.0,2.0,,1,1,1,2,4,4
2,43,6,2,1.0,,,2,2,2.0,2.0,,1,1,1,4,4,2
2,53,5,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,39,8,4,1.0,,,2,2,,,,2,2,1,1,1,1
2,39,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,60,8,5,,,,2,2,,,,2,2,1,1,1,5
2,84,5,3,,,,2,2,,,,1,1,1,1,4,5
2,50,8,5,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,3
2,61,6,3,,,,2,2,,,2.0,2,2,2,1,3,5
2,28,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,84,5,3,,,,2,2,,,,1,2,1,1,4,5
2,63,0,0,,,,2,2,,,,1,1,1,3,4,5
2,59,6,1,5.0,,,2,2,,,2.0,2,2,1,1,1,3
1,83,0,0,,,,2,2,,,2.0,1,1,2,3,4,5
2,61,3,3,,,,2,2,,,,1,1,2,1,4,5
2,71,8,5,5.0,,,2,2,2.0,2.0,,2,2,1,3,2,4
2,49,3,3,,,,2,2,,,,2,2,1,1,4,5
2,27,2,6,,,,2,2,,,2.0,1,2,1,2,3,5
2,45,3,3,,,,2,2,,,,1,1,1,1,3,5
1,16,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,1,3
2,59,2,6,5.0,,,2,2,,,,2,2,1,1,2,3
2,29,6,1,1.0,,,2,2,2.0,2.0,,2,2,1,2,3,2
2,25,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,21,3,2,,,,2,2,,,,1,2,1,1,4,5
2,27,3,3,,,,2,2,,,,2,2,3,1,3,5
2,56,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
1,51,2,6,,,,2,2,,,,1,1,1,1,2,5
2,58,2,4,6.0,,,2,2,,,,2,1,1,3,4,3
2,15,3,3,,,,2,2,,,,2,1,1,1,3,4
2,32,6,1,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
1,53,3,3,1.0,,,2,2,2.0,2.0,2.0,1,1,3,2,1,2
2,28,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,74,2,1,,,,2,2,,,,2,2,1,1,4,5
2,33,2,6,1.0,2.0,,2,2,2.0,2.0,,2,2,1,1,4,4
2,20,7,1,,,,2,2,3.0,3.0,,2,2,1,1,3,5
2,27,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,26,3,3,5.0,9.0,,2,2,2.0,2.0,,1,1,1,2,3,3
2,41,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,39,7,3,1.0,,,2,2,,,,2,2,1,2,4,2
2,58,7,3,,,,2,2,,,2.0,2,2,1,1,3,5
2,22,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,23,8,4,3.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,30,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,19,8,2,,,,2,2,,,,2,2,1,1,3,1
2,63,8,1,,,,2,2,,,,2,2,1,1,3,5
2,49,6,2,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,2,3
2,40,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,41,6,2,,,,2,2,,,,2,2,1,1,1,5
2,57,2,5,,,,2,2,,,,2,2,1,1,2,5
2,35,8,3,5.0,,,2,2,,,,1,1,1,1,3,5
2,24,6,2,,,,2,2,3.0,3.0,,1,1,1,2,2,5
2,28,8,4,5.0,,,2,2,2.0,2.0,,2,1,1,1,2,4
2,67,2,6,,,,2,2,2.0,2.0,,2,1,1,1,3,5
2,60,2,6,,,,2,2,,,,2,2,1,1,4,5
2,20,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,3,3,3
2,84,0,0,5.0,,,2,2,2.0,2.0,,1,1,1,2,4,4
2,15,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,2,3,3
1,51,3,2,5.0,,,2,2,,,,1,2,1,1,4,4
2,27,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,31,10,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,46,7,2,1.0,,,2,2,2.0,2.0,,2,2,2,1,2,1
2,76,8,4,,,,2,2,,,,2,2,1,1,1,5
2,57,5,3,,,,2,2,,,,2,2,1,1,4,5
2,34,10,2,5.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,46,8,5,,,,2,2,,,,2,1,1,1,2,2
2,22,8,4,1.0,,,2,2,2.0,2.0,,1,1,2,2,3,2
2,20,8,2,,,,2,2,,,,2,1,1,1,4,4
2,33,10,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,81,5,3,,,,2,2,,,,2,2,1,1,4,5
2,44,10,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,31,9,1,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,3
2,64,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,59,3,3,,,,2,2,,,,2,2,1,1,4,5
2,42,3,3,,,,2,2,,,2.0,2,1,1,1,3,5
2,42,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,65,7,3,,,,2,2,,,,2,2,1,1,3,5
2,23,8,3,,,,2,2,,,,2,2,1,1,3,3
2,77,8,5,,,,2,2,,,,2,2,1,1,4,5
2,23,8,5,,,,2,2,2.0,2.0,,2,2,1,1,3,5
2,62,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,3
2,22,6,1,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,37,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,57,2,3,5.0,,,2,2,,,2.0,1,2,2,1,2,2
1,19,8,1,,2.0,,2,2,2.0,2.0,,1,1,1,1,2,1
2,20,3,3,5.0,,,2,2,,,,2,2,1,1,4,4
1,22,6,1,1.0,,,2,2,2.0,2.0,,1,1,1,2,1,1
2,52,2,4,,,,2,2,,,2.0,2,2,1,1,4,5
2,64,3,3,,,,2,2,,,2.0,1,1,2,1,4,5
1,32,8,2,5.0,,,2,2,,,2.0,1,1,2,1,2,3
2,78,2,1,,,,2,2,,,2.0,2,2,1,1,4,5
2,49,3,3,6.0,,,2,2,,,2.0,2,1,1,1,2,2
2,27,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,35,3,3,5.0,,,2,2,3.0,3.0,,2,2,1,1,1,3
2,72,5,1,5.0,,,2,2,,,2.0,2,2,1,1,4,3
2,33,6,2,4.0,,,2,2,2.0,2.0,,2,2,1,1,4,1
2,56,8,2,1.0,,,2,2,2.0,2.0,,2,2,1,2,2,2
1,72,8,5,,,,2,2,,,,1,1,1,1,4,5
2,27,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,39,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,28,8,4,5.0,2.0,,2,2,3.0,2.0,,2,1,1,1,3,4
1,52,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,2
2,55,10,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,30,10,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,82,2,6,,,,2,2,,,,1,1,3,4,3,5
2,34,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,43,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,4
2,43,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,56,3,3,1.0,,,2,2,2.0,1.0,,2,2,1,1,4,3
2,39,3,3,,,,2,2,,,,1,2,1,1,3,5
2,21,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,3,3,4
2,19,7,2,3.0,,,2,2,2.0,2.0,,2,1,2,1,2,3
2,74,2,2,,,,2,2,,,2.0,1,1,2,1,3,5
2,27,7,1,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
1,22,6,2,,,,2,2,2.0,2.0,,1,1,1,1,3,5
2,52,2,6,5.0,,,2,2,,,,2,2,1,1,3,3
2,32,7,3,,,,2,2,,,,2,2,1,2,3,5
2,23,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
1,36,6,2,,,,1,2,,,2.0,1,1,1,1,3,5
2,36,3,3,,,,2,2,2.0,2.0,,2,2,1,2,3,2
2,21,3,3,,2.0,,2,2,,,,2,2,1,1,3,5
2,43,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
2,45,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,49,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,54,2,6,1.0,2.0,,2,2,,,,2,2,1,1,4,4
2,35,8,4,5.0,,,2,2,2.0,2.0,,2,1,1,1,1,2
2,35,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,28,3,3,,,,2,2,2.0,2.0,,1,1,1,1,3,5
2,32,2,6,5.0,,,2,2,,,,2,2,1,1,1,2
1,25,8,5,5.0,,,2,2,2.0,2.0,2.0,1,1,1,1,3,3
2,20,8,2,,2.0,,2,2,,,,2,2,1,1,4,2
2,38,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,34,10,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,2,2
1,27,8,3,,,,2,2,2.0,2.0,,1,1,2,3,3,2
2,20,6,2,,,,2,2,,,,2,1,1,1,3,1
2,51,3,3,,,,2,2,,,,2,2,1,1,3,3
2,47,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,47,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,2,3
2,51,9,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,3
1,18,6,2,,,,2,2,,,,1,1,2,1,1,1
2,17,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,67,8,4,,,,2,2,,,,2,2,1,1,1,5
1,36,8,5,1.0,2.0,,2,2,2.0,2.0,2.0,1,1,1,1,2,4
2,63,7,3,,,,2,2,,,,2,1,1,1,3,5
2,79,8,5,,,,2,2,,,2.0,1,1,1,1,4,5
2,25,8,5,1.0,,,2,2,2.0,2.0,,1,1,1,1,1,1
2,73,8,5,,,,2,2,,,,1,1,1,2,4,5
2,47,9,3,1.0,,,2,2,1.0,2.0,,2,1,1,1,1,1
2,66,8,5,,,,2,2,,,,2,1,1,1,4,5
2,66,3,3,,,,2,2,,,,2,2,1,1,1,9
2,18,3,3,6.0,,,2,2,,,,2,2,1,1,3,3
2,69,2,6,4.0,,,2,2,3.0,3.0,2.0,2,2,1,1,4,4
2,65,8,5,5.0,,,2,2,,,,2,2,1,1,3,5
2,66,8,4,4.0,,,2,2,,,,2,2,1,1,4,5
2,45,8,5,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,1
2,62,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,30,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,2
2,80,8,5,,,,2,2,,,,2,2,1,1,4,5
2,74,10,3,,,,2,2,,,,2,1,1,1,2,5
2,50,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
2,79,3,3,,,,2,2,,,,1,1,1,1,4,5
2,46,3,3,1.0,,,2,2,,,2.0,2,2,1,1,2,4
2,49,8,5,4.0,,,2,2,2.0,2.0,,2,2,1,1,1,2
2,75,3,3,,2.0,2.0,2,2,,,2.0,2,2,1,1,4,5
2,32,8,4,4.0,2.0,,2,2,2.0,2.0,,2,1,1,1,3,1
2,35,6,2,5.0,,,2,2,2.0,2.0,,2,1,1,1,3,2
2,54,6,2,1.0,,,2,2,,,,2,2,1,1,4,4
1,18,3,3,,,,2,2,2.0,2.0,,1,2,1,2,4,5
2,72,3,3,,,,2,2,,,,1,2,1,1,3,5
2,39,3,3,5.0,,,2,2,2.0,2.0,,1,2,1,1,3,3
2,53,6,2,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,43,8,4,1.0,,,2,2,1.0,2.0,,2,2,1,1,1,2
2,89,5,3,,,,2,2,,,,2,2,1,1,4,5
2,30,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,2
2,36,8,4,1.0,2.0,,2,2,2.0,2.0,,2,2,1,1,4,4
2,68,8,4,,,,2,2,,,2.0,2,2,1,1,3,5
2,22,8,4,3.0,,,2,2,,,,2,2,1,1,1,1
2,76,8,2,,,,2,2,3.0,3.0,,2,1,1,1,3,5
2,48,3,3,,,,2,2,,,,1,1,1,1,4,5
2,16,6,2,,,,2,2,,,,2,1,1,1,1,2
2,45,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
2,49,5,3,1.0,,,2,2,2.0,2.0,2.0,1,1,1,1,4,4
2,51,5,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,2
2,17,6,2,,,,2,2,,,,2,2,1,1,4,4
2,54,3,3,,,,2,2,,,2.0,1,1,2,2,1,5
2,86,2,3,,,,2,2,,,,2,2,1,1,4,5
2,72,2,2,1.0,,,2,2,,,,2,1,1,1,4,4
2,35,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
2,27,3,3,,2.0,,2,2,1.0,1.0,,1,1,1,1,1,5
1,29,8,3,1.0,2.0,,2,2,2.0,2.0,,1,1,2,1,2,4
2,63,3,3,,,,2,2,,,,2,1,1,1,4,5
2,29,10,2,1.0,,,1,2,2.0,2.0,,2,1,1,1,2,3
1,57,8,1,5.0,,,2,2,2.0,2.0,,1,1,1,1,2,3
2,71,8,5,,,,2,2,,,,2,2,1,1,3,5
2,47,8,5,1.0,1.0,,2,2,2.0,2.0,,2,1,1,1,4,1
2,53,8,4,5.0,2.0,,2,2,2.0,2.0,2.0,2,1,1,1,4,5
2,29,8,5,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,3,1
2,68,8,5,,,,2,2,,,2.0,1,2,1,1,4,5
2,34,8,5,1.0,,,1,2,2.0,2.0,,2,2,1,2,3,2
2,31,8,4,1.0,,,2,2,,,,2,1,1,1,4,4
2,25,3,3,1.0,,,2,2,1.0,2.0,,1,1,1,1,4,2
1,76,0,0,,,,2,2,2.0,2.0,,2,2,1,3,4,5
1,64,2,2,,,,2,2,,,,1,1,1,3,4,5
2,46,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
2,42,3,3,5.0,,,2,2,,,2.0,2,2,1,1,3,4
1,53,3,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,4
2,32,6,3,1.0,,,2,2,,,,2,2,1,1,3,2
2,24,3,3,,,,2,2,,,,2,1,1,1,4,5
1,17,6,3,,,,2,2,2.0,2.0,,1,1,1,3,2,1
2,48,3,3,,,,2,2,2.0,2.0,,2,1,1,1,4,5
2,41,5,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,41,3,2,5.0,,,2,2,,,2.0,2,2,1,1,3,5
2,66,2,6,,,,2,2,2.0,2.0,,2,2,1,2,4,5
2,32,8,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,2
2,23,8,4,1.0,,,2,2,1.0,2.0,,1,1,1,1,4,3
2,38,6,2,1.0,,,2,2,2.0,2.0,2.0,2,1,1,1,4,4
2,46,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,2,4
2,65,8,5,,,,2,2,,,,2,2,1,1,2,5
2,25,3,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,2,3
2,29,3,3,,,,2,2,,,,2,2,1,3,4,5
2,23,6,1,1.0,,,2,2,,,2.0,2,2,1,2,4,4
2,83,2,6,,,,2,2,,,,2,2,1,1,3,5
2,25,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,3
2,61,3,3,,,,2,2,,,,2,2,1,1,2,5
2,47,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
1,22,3,3,1.0,2.0,9.0,2,2,3.0,3.0,,2,2,3,1,1,1
2,77,0,0,,,,2,2,1.0,2.0,2.0,1,1,1,1,1,5
2,52,3,2,,,,2,2,,,,2,2,1,3,3,5
2,75,2,6,,,,2,2,,,,1,1,1,1,4,5
2,67,2,6,,,,2,2,,,,1,1,1,3,3,5
2,53,8,2,,,,1,2,,,,2,2,1,2,2,5
2,21,8,4,1.0,,,2,2,2.0,2.0,,2,1,1,1,2,2
2,60,5,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,73,8,3,,,,2,2,,,,1,1,1,1,4,5
2,66,10,2,,,,2,2,,,,2,2,1,1,3,5
2,21,8,3,,,,2,2,3.0,3.0,,1,1,2,1,4,2
2,66,7,2,5.0,,,2,2,,,,2,2,1,2,3,4
1,66,6,3,,,,2,2,,,,1,1,1,1,3,5
2,49,6,3,4.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,47,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,31,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,22,8,5,1.0,,9.0,2,2,3.0,3.0,,2,2,1,1,2,2
2,37,7,3,5.0,,,2,2,2.0,2.0,,1,1,1,1,4,2
2,33,8,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,2
2,31,3,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,2,4
2,53,5,3,,,,2,2,,,,2,1,1,1,2,5
2,39,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,2,2,1
2,54,3,3,,,,2,2,,,,1,1,2,1,3,5
2,25,3,3,1.0,2.0,,2,2,2.0,1.0,,2,2,1,1,3,2
2,31,6,2,5.0,,,2,2,2.0,2.0,,2,2,1,1,2,5
2,62,6,2,,,,2,2,,,,2,1,1,1,4,5
2,46,3,3,1.0,,,2,2,,,,2,2,1,1,2,4
2,28,8,5,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,50,8,5,5.0,,,2,2,,,,2,2,1,1,1,3
2,60,5,3,,,,2,2,,,,2,2,1,1,1,5
1,23,8,5,1.0,,,2,2,2.0,2.0,,2,1,1,1,2,1
2,45,8,5,5.0,,,2,2,3.0,3.0,2.0,1,2,1,1,4,4
2,39,8,5,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,31,3,3,5.0,1.0,,2,2,,,1.0,1,1,2,1,4,4
2,52,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
2,48,10,3,1.0,,,2,2,1.0,2.0,2.0,1,1,1,1,2,1
2,55,6,1,,,,2,2,,,,2,2,1,1,1,5
2,59,3,3,,,,2,2,,,,2,2,1,1,4,5
1,26,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,1
2,66,7,3,,,,2,2,,,,1,1,2,1,3,5
2,37,6,1,,,,2,2,,,2.0,2,2,1,1,3,2
2,15,3,3,,,,2,2,,,,1,1,1,1,4,1
2,74,2,4,,,,2,2,,,2.0,2,2,1,1,2,5
2,29,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,22,8,4,,,,2,2,,,,2,2,1,1,3,3
2,67,7,3,,,,2,2,,,,1,1,1,2,4,5
2,95,2,3,,,,2,2,,,,1,1,1,1,4,4
2,69,3,3,,,,2,2,,,,2,2,1,1,4,5
2,28,6,3,1.0,,,2,2,1.0,1.0,,2,1,2,1,3,3
2,51,3,2,1.0,,,2,2,2.0,2.0,,2,1,2,1,4,4
2,33,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,35,8,5,4.0,,,2,2,2.0,2.0,,2,1,1,1,2,3
2,69,2,4,5.0,,,2,2,,,,1,1,1,1,3,4
2,64,3,3,5.0,9.0,,2,2,,,,1,1,1,1,4,4
2,40,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,3
2,71,2,6,,,,2,2,,,2.0,2,2,1,2,3,5
2,38,6,1,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,39,8,2,,,,2,2,,,,2,1,1,1,4,5
2,25,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,1,3
1,20,8,2,5.0,2.0,,2,2,1.0,2.0,,1,1,2,2,3,3
2,29,8,5,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,1
2,49,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
1,31,8,3,4.0,,,2,2,,,,2,1,1,1,1,1
2,28,8,4,1.0,,,2,2,,,,1,1,1,1,3,3
2,68,6,1,,,,2,2,,,2.0,2,2,1,1,3,5
2,57,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,16,3,3,,2.0,,2,2,,,,2,2,1,1,4,3
1,44,2,6,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,2
2,23,6,2,1.0,2.0,2.0,2,2,2.0,2.0,,1,2,1,1,2,1
2,32,3,3,3.0,,,2,2,2.0,2.0,2.0,1,2,1,1,3,2
2,40,0,0,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
